품목코드,ITEM CODE,Color/Category,품목명[규격],재고수량,단종여부,도매주문단위,주문제표시,품번,한글명,소요량,재고상태,재고상황,재고상태,카테고리,순서,,상품명,색상번호,색상명,재고,,
00000240,883.0033,light jeans,CashLace/0033,8,,,,883,캐시미어 레이스,8,1.00 ,낱볼,🔴,7,3,,캐시미어 레이스,883.0033,light jeans,🔴,,883.0033
00000241,883.0034,jeans,CashLace/0034,14,,,,883,캐시미어 레이스,8,1.75 ,양호,🟢,7,3,,캐시미어 레이스,883.0034,jeans,🟢,,883.0034
07234045,883.0040,eggshell,CashLace/0040,9,2425 FW,,,883,캐시미어 레이스,8,1.13 ,양호,🟢,7,3,,캐시미어 레이스,883.0040,eggshell,🟢,,883.0040
00000243,883.0048,dusky pink,CashLace/0048,0,,,,883,캐시미어 레이스,8,0.00 ,품절,❌,7,3,,캐시미어 레이스,883.0048,dusky pink,❌,,883.0048
07234046,883.0060,signal red,CashLace/0060,8,2425 FW,,,883,캐시미어 레이스,8,1.00 ,낱볼,🔴,7,3,,캐시미어 레이스,883.0060,signal red,🔴,,883.0060
07234047,883.0062,wine,CashLace/0062,9,2425 FW,,,883,캐시미어 레이스,8,1.13 ,양호,🟢,7,3,,캐시미어 레이스,883.0062,wine,🟢,,883.0062
00000246,883.0065,pink,CashLace/0065,1,,,,883,캐시미어 레이스,8,0.13 ,낱볼,🔴,7,3,,캐시미어 레이스,883.0065,pink,🔴,,883.0065
00000248,883.0067,light brown mélange,CashLace/0067,9,,,,883,캐시미어 레이스,8,1.13 ,양호,🟢,7,3,,캐시미어 레이스,883.0067,light brown mélange,🟢,,883.0067
00002212,883.0068,dark brown,CashLace/0068,22,,,,883,캐시미어 레이스,8,2.75 ,여유,🔵,7,3,,캐시미어 레이스,883.0068,dark brown,🔵,,883.0068
00000249,883.0070,anthracite,CashLace/0070,10,,,,883,캐시미어 레이스,8,1.25 ,양호,🟢,7,3,,캐시미어 레이스,883.0070,anthracite,🟢,,883.0070
07234048,883.0085,cyclamen,CashLace/0085,17,2425 FW,,,883,캐시미어 레이스,8,2.13 ,여유,🔵,7,3,,캐시미어 레이스,883.0085,cyclamen,🔵,,883.0085
08261009,883.0092,sage,CashLace/0092,10,,,,883,캐시미어 레이스,8,1.25 ,양호,🟢,7,3,,캐시미어 레이스,883.0092,sage,🟢,,883.0092
08261010,883.0093,ivy,CashLace/0093,10,,,,883,캐시미어 레이스,8,1.25 ,양호,🟢,7,3,,캐시미어 레이스,883.0093,ivy,🟢,,883.0093
00000253,883.0096,sand,CashLace/0096,13,,,,883,캐시미어 레이스,8,1.63 ,양호,🟢,7,3,,캐시미어 레이스,883.0096,sand,🟢,,883.0096
07234049,883.0119,candy,CashLace/0119,9,2425 FW,,,883,캐시미어 레이스,8,1.13 ,양호,🟢,7,3,,캐시미어 레이스,883.0119,candy,🟢,,883.0119
07303032,883.0139,light brown,CashLace/0139,17,2324 FW,,,883,캐시미어 레이스,8,2.13 ,여유,🔵,7,3,,캐시미어 레이스,883.0139,light brown,🔵,,883.0139
07303033,883.0234,blue marine mélange,CashLace/0234,20,2324 FW,,,883,캐시미어 레이스,8,2.50 ,여유,🔵,7,3,,캐시미어 레이스,883.0234,blue marine mélange,🔵,,883.0234
07303034,883.0239,camel,CashLace/0239,6,2324 FW,,,883,캐시미어 레이스,8,0.75 ,낱볼,🔴,7,3,,캐시미어 레이스,883.0239,camel,🔴,,883.0239
07290002,992.0001,white,Lace/0001,2,,5,,992,레이스,4,0.50 ,낱볼,🔴,8,1,,레이스,992.0001,white,🔴,,992.0001
07290003,992.0004,black,Lace/0004,15,,5,,992,레이스,4,3.75 ,여유,🔵,8,1,,레이스,992.0004,black,🔵,,992.0004
07290004,992.0005,grey mélange,Lace/0005,15,,5,,992,레이스,4,3.75 ,여유,🔵,8,1,,레이스,992.0005,grey mélange,🔵,,992.0005
07290005,992.0006,blue,Lace/0006,4,,5,,992,레이스,4,1.00 ,낱볼,🔴,8,1,,레이스,992.0006,blue,🔴,,992.0006
07290006,992.0007,lilac,Lace/0007,10,,5,,992,레이스,4,2.50 ,여유,🔵,8,1,,레이스,992.0007,lilac,🔵,,992.0007
07290007,992.0009,rose,Lace/0009,12,,5,,992,레이스,4,3.00 ,여유,🔵,8,1,,레이스,992.0009,rose,🔵,,992.0009
07290008,992.0013,yellow,Lace/0013,6,,5,,992,레이스,4,1.50 ,양호,🟢,8,1,,레이스,992.0013,yellow,🟢,,992.0013
07290009,992.0015,dark nougat,Lace/0015,44,,5,,992,레이스,4,11.00 ,여유,🔵,8,1,,레이스,992.0015,dark nougat,🔵,,992.0015
07290010,992.0016,light green,Lace/0016,19,,5,,992,레이스,4,4.75 ,여유,🔵,8,1,,레이스,992.0016,light green,🔵,,992.0016
07234041,992.0017,leaf green,Lace/0017,18,2425 FW,5,,992,레이스,4,4.50 ,여유,🔵,8,1,,레이스,992.0017,leaf green,🔵,,992.0017
07290011,992.0018,dark green,Lace/0018,10,,5,,992,레이스,4,2.50 ,여유,🔵,8,1,,레이스,992.0018,dark green,🔵,,992.0018
09302010,992.0021,sky,Lace/0021,14,,5,,992,레이스,4,3.50 ,여유,🔵,8,1,,레이스,992.0021,sky,🔵,,992.0021
07290013,992.0025,navy,Lace/0025,9,,5,,992,레이스,4,2.25 ,여유,🔵,8,1,,레이스,992.0025,navy,🔵,,992.0025
07290014,992.0026,beige,Lace/0026,1,,5,,992,레이스,4,0.25 ,낱볼,🔴,8,1,,레이스,992.0026,beige,🔴,,992.0026
07290015,992.0027,apricot,Lace/0027,20,,5,,992,레이스,4,5.00 ,여유,🔵,8,1,,레이스,992.0027,apricot,🔵,,992.0027
07290016,992.0028,salmon,Lace/0028,8,,5,,992,레이스,4,2.00 ,양호,🟢,8,1,,레이스,992.0028,salmon,🟢,,992.0028
07290017,992.0033,jeans,Lace/0033,9,,5,,992,레이스,4,2.25 ,여유,🔵,8,1,,레이스,992.0033,jeans,🔵,,992.0033
07290018,992.0034,dark jeans,Lace/0034,18,,5,,992,레이스,4,4.50 ,여유,🔵,8,1,,레이스,992.0034,dark jeans,🔵,,992.0034
07290019,992.0039,camel,Lace/0039,0,,5,,992,레이스,4,0.00 ,품절,❌,8,1,,레이스,992.0039,camel,❌,,992.0039
00466,992.0044,lime,Lace/0044,10,2526 FW,5,,992,레이스,4,2.50 ,여유,🔵,8,1,,레이스,992.0044,lime,🔵,,992.0044
00467,992.0044,tangerine,Lace/0259,10,2526 FW,5,,992,레이스,4,2.50 ,여유,🔵,8,1,,레이스,992.0044,tangerine,🔵,,992.0044
09170010,992.0046,lilac,Lace/0046,14,,5,,992,레이스,4,3.50 ,여유,🔵,8,1,,레이스,992.0046,lilac,🔵,,992.0046
07290020,992.0048,dusky pink,Lace/0048,5,,5,,992,레이스,4,1.25 ,양호,🟢,8,1,,레이스,992.0048,dusky pink,🟢,,992.0048
07290021,992.0050,gold,Lace/0050,44,,5,,992,레이스,4,11.00 ,여유,🔵,8,1,,레이스,992.0050,gold,🔵,,992.0050
07290022,992.0058,light mint,Lace/0058,12,,5,,992,레이스,4,3.00 ,여유,🔵,8,1,,레이스,992.0058,light mint,🔵,,992.0058
09170011,992.0059,orange,Lace/0059,32,생산종료,5,,992,레이스,4,8.00 ,여유,🔵,8,1,,레이스,992.0059,orange,🔵,,992.0059
07290023,992.0060,red,Lace/0060,25,,5,,992,레이스,4,6.25 ,여유,🔵,8,1,,레이스,992.0060,red,🔵,,992.0060
09302011,992.0062,burgundy,Lace/0062,18,,5,,992,레이스,4,4.50 ,여유,🔵,8,1,,레이스,992.0062,burgundy,🔵,,992.0062
07290024,992.0066,clove,Lace/0066,19,,5,,992,레이스,4,4.75 ,여유,🔵,8,1,,레이스,992.0066,clove,🔵,,992.0066
07290025,992.0068,brown,Lace/0068,20,,5,,992,레이스,4,5.00 ,여유,🔵,8,1,,레이스,992.0068,brown,🔵,,992.0068
07290026,992.0070,anthracite,Lace/0070,19,,5,,992,레이스,4,4.75 ,여유,🔵,8,1,,레이스,992.0070,anthracite,🔵,,992.0070
07290027,992.0072,aqua,Lace/0072,10,,5,,992,레이스,4,2.50 ,여유,🔵,8,1,,레이스,992.0072,aqua,🔵,,992.0072
07290028,992.0074,atlantic,Lace/0074,20,,5,,992,레이스,4,5.00 ,여유,🔵,8,1,,레이스,992.0074,atlantic,🔵,,992.0074
07290029,992.0080,eggplant,Lace/0080,16,,5,,992,레이스,4,4.00 ,여유,🔵,8,1,,레이스,992.0080,eggplant,🔵,,992.0080
07290030,992.0085,pink,Lace/0085,24,,5,,992,레이스,4,6.00 ,여유,🔵,8,1,,레이스,992.0085,pink,🔵,,992.0085
00274,992.0091,pastel green,Lace/0091,17,,5,,992,레이스,4,4.25 ,여유,🔵,8,1,,레이스,992.0091,pastel green,🔵,,992.0091
09231008,992.0092,sage,Lace/0092,18,,5,,992,레이스,4,4.50 ,여유,🔵,8,1,,레이스,992.0092,sage,🔵,,992.0092
07290031,992.0094,offwhite,Lace/0094,16,,5,,992,레이스,4,4.00 ,여유,🔵,8,1,,레이스,992.0094,offwhite,🔵,,992.0094
07290032,992.0098,olive,Lace/0098,0,,5,,992,레이스,4,0.00 ,품절,❌,8,1,,레이스,992.0098,olive,❌,,992.0098
09170012,992.0115,nougat,Lace/0115,22,,5,,992,레이스,4,5.50 ,여유,🔵,8,1,,레이스,992.0115,nougat,🔵,,992.0115
07290033,992.0133,light jeans,Lace/0133,1,,5,,992,레이스,4,0.25 ,낱볼,🔴,8,1,,레이스,992.0133,light jeans,🔴,,992.0133
09170013,992.0158,mint,Lace/0158,12,,5,,992,레이스,4,3.00 ,여유,🔵,8,1,,레이스,992.0158,mint,🔵,,992.0158
07303059,992.0159,pumpkin,Lace/0159,10,2324 FW,5,,992,레이스,4,2.50 ,여유,🔵,8,1,,레이스,992.0159,pumpkin,🔵,,992.0159
09302012,992.0168,dark brown,Lace/0168,32,,5,,992,레이스,4,8.00 ,여유,🔵,8,1,,레이스,992.0168,dark brown,🔵,,992.0168
00468,992.0268,espresso,Lace/0268,10,2526 FW,5,,992,레이스,4,2.50 ,여유,🔵,8,1,,레이스,992.0268,espresso,🔵,,992.0268
07303036,1081.0001,white,LaceLame/0001,30,2324 FW,5,,1081,레이스 라메,4,7.50 ,여유,🔵,8,2,,레이스 라메,1081.0001,white,🔵,,1081.0001
11114002,1081.0004,black-gold,LaceLame/0004,10,2425 FW,5,,1081,레이스 라메,4,2.50 ,여유,🔵,8,2,,레이스 라메,1081.0004,black-gold,🔵,,1081.0004
07303037,1081.0005,slate,LaceLame/0005,4,2324 FW,5,,1081,레이스 라메,4,1.00 ,낱볼,🔴,8,2,,레이스 라메,1081.0005,slate,🔴,,1081.0005
07303038,1081.0009,rose,LaceLame/0009,8,2324 FW,5,,1081,레이스 라메,4,2.00 ,양호,🟢,8,2,,레이스 라메,1081.0009,rose,🟢,,1081.0009
07303039,1081.0015,dark nougat,LaceLame/0015,18,2324 FW,5,,1081,레이스 라메,4,4.50 ,여유,🔵,8,2,,레이스 라메,1081.0015,dark nougat,🔵,,1081.0015
11114003,1081.0017,leaf green,LaceLame/0017,7,2425 FW,5,,1081,레이스 라메,4,1.75 ,양호,🟢,8,2,,레이스 라메,1081.0017,leaf green,🟢,,1081.0017
11114004,1081.0025,navy,LaceLame/0025,7,2425 FW,5,,1081,레이스 라메,4,1.75 ,양호,🟢,8,2,,레이스 라메,1081.0025,navy,🟢,,1081.0025
07303040,1081.0039,camel,LaceLame/0039,21,2324 FW,5,,1081,레이스 라메,4,5.25 ,여유,🔵,8,2,,레이스 라메,1081.0039,camel,🔵,,1081.0039
11114005,1081.0046,lilac,LaceLame/0046,5,2425 FW,5,,1081,레이스 라메,4,1.25 ,양호,🟢,8,2,,레이스 라메,1081.0046,lilac,🟢,,1081.0046
07303041,1081.0048,dusky pink,LaceLame/0048,19,2324 FW,5,,1081,레이스 라메,4,4.75 ,여유,🔵,8,2,,레이스 라메,1081.0048,dusky pink,🔵,,1081.0048
11114006,1081.0059,orange,LaceLame/0059,5,2425 FW,5,,1081,레이스 라메,4,1.25 ,양호,🟢,8,2,,레이스 라메,1081.0059,orange,🟢,,1081.0059
07303042,1081.0072,aqua,LaceLame/0072,12,2324 FW,5,,1081,레이스 라메,4,3.00 ,여유,🔵,8,2,,레이스 라메,1081.0072,aqua,🔵,,1081.0072
07303043,1081.0074,atlantic,LaceLame/0074,19,2324 FW,5,,1081,레이스 라메,4,4.75 ,여유,🔵,8,2,,레이스 라메,1081.0074,atlantic,🔵,,1081.0074
11114007,1081.0085,pink,LaceLame/0085,7,2425 FW,5,,1081,레이스 라메,4,1.75 ,양호,🟢,8,2,,레이스 라메,1081.0085,pink,🟢,,1081.0085
07303044,1081.0091,sage,LaceLame/0091,18,2324 FW,5,,1081,레이스 라메,4,4.50 ,여유,🔵,8,2,,레이스 라메,1081.0091,sage,🔵,,1081.0091
07303045,1081.0098,olive,LaceLame/0098,18,2324 FW,5,,1081,레이스 라메,4,4.50 ,여유,🔵,8,2,,레이스 라메,1081.0098,olive,🔵,,1081.0098
11114008,1081.0104,black-silver,LaceLame/0104,10,2425 FW,5,,1081,레이스 라메,4,2.50 ,여유,🔵,8,2,,레이스 라메,1081.0104,black-silver,🔵,,1081.0104
00000617,698.0001,white,MohairLuxe/0001,8,,5,,698,모헤어 럭스,10,0.80 ,낱볼,🔴,8,3,,모헤어 럭스,698.0001,white,🔴,,698.0001
00002444,698.0003,light grey mélange,MohairLuxe/0003,38,,5,,698,모헤어 럭스,10,3.80 ,여유,🔵,8,3,,모헤어 럭스,698.0003,light grey mélange,🔵,,698.0003
00000618,698.0004,black,MohairLuxe/0004,6,,5,,698,모헤어 럭스,10,0.60 ,낱볼,🔴,8,3,,모헤어 럭스,698.0004,black,🔴,,698.0004
00002506,698.0006,royal,MohairLuxe/0006,16,,5,,698,모헤어 럭스,10,1.60 ,양호,🟢,8,3,,모헤어 럭스,698.0006,royal,🟢,,698.0006
00000619,698.0010,steel blue,MohairLuxe/0010,13,,5,,698,모헤어 럭스,10,1.30 ,양호,🟢,8,3,,모헤어 럭스,698.0010,steel blue,🟢,,698.0010
00000622,698.0020,azure,MohairLuxe/0020,6,,5,,698,모헤어 럭스,10,0.60 ,낱볼,🔴,8,3,,모헤어 럭스,698.0020,azure,🔴,,698.0020
00000623,698.0022,sand,MohairLuxe/0022,18,,5,,698,모헤어 럭스,10,1.80 ,양호,🟢,8,3,,모헤어 럭스,698.0022,sand,🟢,,698.0022
00002177,698.0023,silver,MohairLuxe/0023,9,,5,,698,모헤어 럭스,10,0.90 ,낱볼,🔴,8,3,,모헤어 럭스,698.0023,silver,🔴,,698.0023
00000624,698.0025,navy,MohairLuxe/0025,11,,5,,698,모헤어 럭스,10,1.10 ,양호,🟢,8,3,,모헤어 럭스,698.0025,navy,🟢,,698.0025
00002563,698.0027,apricot,MohairLuxe/0027,16,,5,,698,모헤어 럭스,10,1.60 ,양호,🟢,8,3,,모헤어 럭스,698.0027,apricot,🟢,,698.0027
00000626,698.0028,coral,MohairLuxe/0028,26,,5,,698,모헤어 럭스,10,2.60 ,여유,🔵,8,3,,모헤어 럭스,698.0028,coral,🔵,,698.0028
00002456,698.0029,melon,MohairLuxe/0029,9,,5,,698,모헤어 럭스,10,0.90 ,낱볼,🔴,8,3,,모헤어 럭스,698.0029,melon,🔴,,698.0029
00002457,698.0058,mint,MohairLuxe/0058,11,,5,,698,모헤어 럭스,10,1.10 ,양호,🟢,8,3,,모헤어 럭스,698.0058,mint,🟢,,698.0058
00000627,698.0060,red,MohairLuxe/0060,19,,5,,698,모헤어 럭스,10,1.90 ,양호,🟢,8,3,,모헤어 럭스,698.0060,red,🟢,,698.0060
00000628,698.0061,geranium,MohairLuxe/0061,26,,5,,698,모헤어 럭스,10,2.60 ,여유,🔵,8,3,,모헤어 럭스,698.0061,geranium,🔵,,698.0061
00002475,698.0063,bordeaux,MohairLuxe/0063,7,생산종료,5,,698,모헤어 럭스,10,0.70 ,낱볼,🔴,8,3,,모헤어 럭스,698.0063,bordeaux,🔴,,698.0063
00000630,698.0066,fuchsia,MohairLuxe/0066,9,,5,,698,모헤어 럭스,10,0.90 ,낱볼,🔴,8,3,,모헤어 럭스,698.0066,fuchsia,🔴,,698.0066
00000631,698.0067,chocco,MohairLuxe/0067,13,,5,,698,모헤어 럭스,10,1.30 ,양호,🟢,8,3,,모헤어 럭스,698.0067,chocco,🟢,,698.0067
00000632,698.0070,anthracite,MohairLuxe/0070,19,,5,,698,모헤어 럭스,10,1.90 ,양호,🟢,8,3,,모헤어 럭스,698.0070,anthracite,🟢,,698.0070
00002187,698.0071,ice blue,MohairLuxe/0071,9,,5,,698,모헤어 럭스,10,0.90 ,낱볼,🔴,8,3,,모헤어 럭스,698.0071,ice blue,🔴,,698.0071
00000633,698.0074,jade,MohairLuxe/0074,29,,5,,698,모헤어 럭스,10,2.90 ,여유,🔵,8,3,,모헤어 럭스,698.0074,jade,🔵,,698.0074
00000634,698.0075,dark orange,MohairLuxe/0075,9,,5,,698,모헤어 럭스,10,0.90 ,낱볼,🔴,8,3,,모헤어 럭스,698.0075,dark orange,🔴,,698.0075
07303108,698.0078,turquoise,MohairLuxe/0078,17,2324 FW,5,,698,모헤어 럭스,10,1.70 ,양호,🟢,8,3,,모헤어 럭스,698.0078,turquoise,🟢,,698.0078
00000635,698.0079,light turquoise,MohairLuxe/0079,16,,5,,698,모헤어 럭스,10,1.60 ,양호,🟢,8,3,,모헤어 럭스,698.0079,light turquoise,🟢,,698.0079
00002453,698.0087,brick,MohairLuxe/0087,13,,5,,698,모헤어 럭스,10,1.30 ,양호,🟢,8,3,,모헤어 럭스,698.0087,brick,🟢,,698.0087
00033,698.0092,sage,MohairLuxe/0092,17,,5,,698,모헤어 럭스,10,1.70 ,양호,🟢,8,3,,모헤어 럭스,698.0092,sage,🟢,,698.0092
00032,698.0093,ivy,MohairLuxe/0093,9,,5,,698,모헤어 럭스,10,0.90 ,낱볼,🔴,8,3,,모헤어 럭스,698.0093,ivy,🔴,,698.0093
00000636,698.0094,offwhite,MohairLuxe/0094,19,,5,,698,모헤어 럭스,10,1.90 ,양호,🟢,8,3,,모헤어 럭스,698.0094,offwhite,🟢,,698.0094
00000637,698.0096,sand,MohairLuxe/0096,27,,5,,698,모헤어 럭스,10,2.70 ,여유,🔵,8,3,,모헤어 럭스,698.0096,sand,🔵,,698.0096
00000638,698.0097,light olive,MohairLuxe/0097,16,,5,,698,모헤어 럭스,10,1.60 ,양호,🟢,8,3,,모헤어 럭스,698.0097,light olive,🟢,,698.0097
00000639,698.0098,light olive,MohairLuxe/0098,4,,5,,698,모헤어 럭스,10,0.40 ,낱볼,🔴,8,3,,모헤어 럭스,698.0098,light olive,🔴,,698.0098
00030,698.0106,blue,MohairLuxe/0106,12,,5,,698,모헤어 럭스,10,1.20 ,양호,🟢,8,3,,모헤어 럭스,698.0106,blue,🟢,,698.0106
00002454,698.0107,lilac,MohairLuxe/0107,21,,5,,698,모헤어 럭스,10,2.10 ,여유,🔵,8,3,,모헤어 럭스,698.0107,lilac,🔵,,698.0107
00000640,698.0109,rose,MohairLuxe/0109,10,,5,,698,모헤어 럭스,10,1.00 ,양호,🟢,8,3,,모헤어 럭스,698.0109,rose,🟢,,698.0109
00002478,698.0113,light yellow,MohairLuxe/0113,16,,5,,698,모헤어 럭스,10,1.60 ,양호,🟢,8,3,,모헤어 럭스,698.0113,light yellow,🟢,,698.0113
00003104,698.0114,yellow,MohairLuxe/0114,12,,5,,698,모헤어 럭스,10,1.20 ,양호,🟢,8,3,,모헤어 럭스,698.0114,yellow,🟢,,698.0114
00003105,698.0116,grassgreen,MohairLuxe/0116,9,생산종료,5,,698,모헤어 럭스,10,0.90 ,낱볼,🔴,8,3,,모헤어 럭스,698.0116,grassgreen,🔴,,698.0116
09131001,698.0120,ice blue,MohairLuxe/0120,12,,5,,698,모헤어 럭스,10,1.20 ,양호,🟢,8,3,,모헤어 럭스,698.0120,ice blue,🟢,,698.0120
09131002,698.0123,light grey,MohairLuxe/0123,0,,5,,698,모헤어 럭스,10,0.00 ,품절,❌,8,3,,모헤어 럭스,698.0123,light grey,❌,,698.0123
00003106,698.0126,beige,MohairLuxe/0126,32,,5,,698,모헤어 럭스,10,3.20 ,여유,🔵,8,3,,모헤어 럭스,698.0126,beige,🔵,,698.0126
00002455,698.0128,salmon,MohairLuxe/0128,19,,5,,698,모헤어 럭스,10,1.90 ,양호,🟢,8,3,,모헤어 럭스,698.0128,salmon,🟢,,698.0128
00003107,698.0133,light jeans,MohairLuxe/0133,21,,5,,698,모헤어 럭스,10,2.10 ,여유,🔵,8,3,,모헤어 럭스,698.0133,light jeans,🔵,,698.0133
00000643,698.0146,cyclamen,MohairLuxe/0146,16,,5,,698,모헤어 럭스,10,1.60 ,양호,🟢,8,3,,모헤어 럭스,698.0146,cyclamen,🟢,,698.0146
00000644,698.0148,dusky pink,MohairLuxe/0148,5,,5,,698,모헤어 럭스,10,0.50 ,낱볼,🔴,8,3,,모헤어 럭스,698.0148,dusky pink,🔴,,698.0148
00000645,698.0150,gold,MohairLuxe/0150,1,,5,,698,모헤어 럭스,10,0.10 ,낱볼,🔴,8,3,,모헤어 럭스,698.0150,gold,🔴,,698.0150
07303109,698.0159,pumpkin,MohairLuxe/0159,9,2324 FW,5,,698,모헤어 럭스,10,0.90 ,낱볼,🔴,8,3,,모헤어 럭스,698.0159,pumpkin,🔴,,698.0159
00002458,698.0161,light red,MohairLuxe/0161,24,,5,,698,모헤어 럭스,10,2.40 ,여유,🔵,8,3,,모헤어 럭스,698.0161,light red,🔵,,698.0161
00000646,698.0164,wine,MohairLuxe/0164,20,,5,,698,모헤어 럭스,10,2.00 ,양호,🟢,8,3,,모헤어 럭스,698.0164,wine,🟢,,698.0164
00002459,698.0168,cognac,MohairLuxe/0168,9,,5,,698,모헤어 럭스,10,0.90 ,낱볼,🔴,8,3,,모헤어 럭스,698.0168,cognac,🔴,,698.0168
00000647,698.0170,asphalt,MohairLuxe/0170,3,,5,,698,모헤어 럭스,10,0.30 ,낱볼,🔴,8,3,,모헤어 럭스,698.0170,asphalt,🔴,,698.0170
08175022,698.0172,sea foam,MohairLuxe/0172,10,2526 FW,5,,698,모헤어 럭스,10,1.00 ,양호,🟢,8,3,,모헤어 럭스,698.0172,sea foam,🟢,,698.0172
00002477,698.0174,atlantic,MohairLuxe/0174,12,,5,,698,모헤어 럭스,10,1.20 ,양호,🟢,8,3,,모헤어 럭스,698.0174,atlantic,🟢,,698.0174
00000648,698.0175,nougat,MohairLuxe/0175,14,,5,,698,모헤어 럭스,10,1.40 ,양호,🟢,8,3,,모헤어 럭스,698.0175,nougat,🟢,,698.0175
00003110,698.0180,eggplant,MohairLuxe/0180,16,,5,,698,모헤어 럭스,10,1.60 ,양호,🟢,8,3,,모헤어 럭스,698.0180,eggplant,🟢,,698.0180
09302022,698.0187,wood,MohairLuxe/0187,19,,5,,698,모헤어 럭스,10,1.90 ,양호,🟢,8,3,,모헤어 럭스,698.0187,wood,🟢,,698.0187
00000649,698.0188,petrol,MohairLuxe/0188,36,,5,,698,모헤어 럭스,10,3.60 ,여유,🔵,8,3,,모헤어 럭스,698.0188,petrol,🔵,,698.0188
00000650,698.0190,dark lilac,MohairLuxe/0190,28,,5,,698,모헤어 럭스,10,2.80 ,여유,🔵,8,3,,모헤어 럭스,698.0190,dark lilac,🔵,,698.0190
09302023,698.0192,reseda green,MohairLuxe/0192,11,,5,,698,모헤어 럭스,10,1.10 ,양호,🟢,8,3,,모헤어 럭스,698.0192,reseda green,🟢,,698.0192
00002460,698.0198,olive,MohairLuxe/0198,19,,5,,698,모헤어 럭스,10,1.90 ,양호,🟢,8,3,,모헤어 럭스,698.0198,olive,🟢,,698.0198
00001737,698.0199,dark olive,MohairLuxe/0199,4,,5,,698,모헤어 럭스,10,0.40 ,낱볼,🔴,8,3,,모헤어 럭스,698.0199,dark olive,🔴,,698.0199
00002193,698.0209,rose,MohairLuxe/0209,16,,5,,698,모헤어 럭스,10,1.60 ,양호,🟢,8,3,,모헤어 럭스,698.0209,rose,🟢,,698.0209
00002461,698.0213,sun yellow,MohairLuxe/0213,10,,5,,698,모헤어 럭스,10,1.00 ,양호,🟢,8,3,,모헤어 럭스,698.0213,sun yellow,🟢,,698.0213
00457,698.0216,apple,MohairLuxe/0216,9,,5,,698,모헤어 럭스,10,0.90 ,낱볼,🔴,8,3,,모헤어 럭스,698.0216,apple,🔴,,698.0216
09302024,698.0217,leaf green,MohairLuxe/0217,14,,5,,698,모헤어 럭스,10,1.40 ,양호,🟢,8,3,,모헤어 럭스,698.0217,leaf green,🟢,,698.0217
02120003,698.0218,dark green,MohairLuxe/0218,21,,5,,698,모헤어 럭스,10,2.10 ,여유,🔵,8,3,,모헤어 럭스,698.0218,dark green,🔵,,698.0218
09131003,698.0228,flamingo,MohairLuxe/0228,0,,5,,698,모헤어 럭스,10,0.00 ,품절,❌,8,3,,모헤어 럭스,698.0228,flamingo,❌,,698.0228
00000653,698.0248,light dusky pink,MohairLuxe/0248,19,,5,,698,모헤어 럭스,10,1.90 ,양호,🟢,8,3,,모헤어 럭스,698.0248,light dusky pink,🟢,,698.0248
00002473,698.0275,brown-orange,MohairLuxe/0275,9,,5,,698,모헤어 럭스,10,0.90 ,낱볼,🔴,8,3,,모헤어 럭스,698.0275,brown-orange,🔴,,698.0275
00000654,698.0288,petrol,MohairLuxe/0288,29,,5,,698,모헤어 럭스,10,2.90 ,여유,🔵,8,3,,모헤어 럭스,698.0288,petrol,🔵,,698.0288
08175023,698.0298,moss green,MohairLuxe/0298,15,2526 FW,5,,698,모헤어 럭스,10,1.50 ,양호,🟢,8,3,,모헤어 럭스,698.0298,moss green,🟢,,698.0298
09131006,698.0309,rosé,MohairLuxe/0309,14,,5,,698,모헤어 럭스,10,1.40 ,양호,🟢,8,3,,모헤어 럭스,698.0309,rosé,🟢,,698.0309
09131007,698.0313,pale yellow,MohairLuxe/0313,21,생산종료,5,,698,모헤어 럭스,10,2.10 ,여유,🔵,8,3,,모헤어 럭스,698.0313,pale yellow,🔵,,698.0313
00031,698.0339,camel,MohairLuxe/0339,19,,5,,698,모헤어 럭스,10,1.90 ,양호,🟢,8,3,,모헤어 럭스,698.0339,camel,🟢,,698.0339
00002499,698.0346,middle lilac,MohairLuxe/0346,14,,5,,698,모헤어 럭스,10,1.40 ,양호,🟢,8,3,,모헤어 럭스,698.0346,middle lilac,🟢,,698.0346
00002192,698.0348,dusky pink,MohairLuxe/0348,45,,5,,698,모헤어 럭스,10,4.50 ,여유,🔵,8,3,,모헤어 럭스,698.0348,dusky pink,🔵,,698.0348
07303110,698.0446,amethyst,MohairLuxe/0446,10,2324 FW,5,,698,모헤어 럭스,10,1.00 ,양호,🟢,8,3,,모헤어 럭스,698.0446,amethyst,🟢,,698.0446
07234102,1151.0004,black/silver,Glamour/0004,14,2425 FW,5,,1151,글래머,6,2.33 ,여유,🔵,8,4,,글래머,1151.0004,black/silver,🔵,,1151.0004
07234103,1151.0015,copper,Glamour/0015,19,2425 FW,5,,1151,글래머,6,3.17 ,여유,🔵,8,4,,글래머,1151.0015,copper,🔵,,1151.0015
08065098,1151.0017,green,Glamour/0017,10,2526 FW,5,,1151,글래머,6,1.67 ,양호,🟢,8,4,,글래머,1151.0017,green,🟢,,1151.0017
07234104,1151.0023,silver,Glamour/0023,17,2425 FW,5,,1151,글래머,6,2.83 ,여유,🔵,8,4,,글래머,1151.0023,silver,🔵,,1151.0023
07234105,1151.0038,ochre,Glamour/0038,19,2425 FW,5,,1151,글래머,6,3.17 ,여유,🔵,8,4,,글래머,1151.0038,ochre,🔵,,1151.0038
