품목코드,ITEM CODE,Color/Category,품목명[규격],재고수량,단종여부,도매주문단위,주문제표시,품번,한글명,소요량,재고상태,재고상황,재고상태,카테고리,순서,,상품명,색상번호,색상명,재고,,
08065099,1151.0048,dusky pink/rose,Glamour/0048,10,2526 FW,5,,1151,글래머,6,1.67 ,양호,🟢,8,4,,글래머,1151.0048,dusky pink/rose,🟢,,1151.0048
07234106,1151.0050,gold,Glamour/0050,36,2425 FW,5,,1151,글래머,6,6.00 ,여유,🔵,8,4,,글래머,1151.0050,gold,🔵,,1151.0050
07234107,1151.0051,gold mouliné,Glamour/0051,20,2425 FW,5,,1151,글래머,6,3.33 ,여유,🔵,8,4,,글래머,1151.0051,gold mouliné,🔵,,1151.0051
07234108,1151.0065,pink,Glamour/0065,18,2425 FW,5,,1151,글래머,6,3.00 ,여유,🔵,8,4,,글래머,1151.0065,pink,🔵,,1151.0065
07234109,1151.0066,velvet,Glamour/0066,31,2425 FW,5,,1151,글래머,6,5.17 ,여유,🔵,8,4,,글래머,1151.0066,velvet,🔵,,1151.0066
07234110,1151.0116,matcha,Glamour/0116,40,2425 FW,5,,1151,글래머,6,6.67 ,여유,🔵,8,4,,글래머,1151.0116,matcha,🔵,,1151.0116
07234111,1151.0117,kale,Glamour/0117,18,2425 FW,5,,1151,글래머,6,3.00 ,여유,🔵,8,4,,글래머,1151.0117,kale,🔵,,1151.0117
07234112,1151.0128,satin,Glamour/0128,37,2425 FW,5,,1151,글래머,6,6.17 ,여유,🔵,8,4,,글래머,1151.0128,satin,🔵,,1151.0128
07234113,1151.0162,sienna,Glamour/0162,28,2425 FW,5,,1151,글래머,6,4.67 ,여유,🔵,8,4,,글래머,1151.0162,sienna,🔵,,1151.0162
09052009,1082.0003,grey,SuriAlpaca/0003,17,,,,1082,수리 알파카,14,1.21 ,양호,🟢,9,1,,수리 알파카,1082.0003,grey,🟢,,1082.0003
08171001,1082.0004,black,SuriAlpaca/0004,30,,,,1082,수리 알파카,14,2.14 ,여유,🔵,9,1,,수리 알파카,1082.0004,black,🔵,,1082.0004
09282013,1082.0006,blue,SuriAlpaca/0006,19,,,,1082,수리 알파카,14,1.36 ,양호,🟢,9,1,,수리 알파카,1082.0006,blue,🟢,,1082.0006
09282015,1082.0010,dark blue,SuriAlpaca/0010,20,,,,1082,수리 알파카,14,1.43 ,양호,🟢,9,1,,수리 알파카,1082.0010,dark blue,🟢,,1082.0010
09282002,1082.0013,dark yellow,SuriAlpaca/0013,9,,,,1082,수리 알파카,14,0.64 ,낱볼,🔴,9,1,,수리 알파카,1082.0013,dark yellow,🔴,,1082.0013
09282001,1082.0014,yellow,SuriAlpaca/0014,28,,,,1082,수리 알파카,14,2.00 ,양호,🟢,9,1,,수리 알파카,1082.0014,yellow,🟢,,1082.0014
07303061,1082.0017,green,SuriAlpaca/0017,19,2324 FW,,,1082,수리 알파카,14,1.36 ,양호,🟢,9,1,,수리 알파카,1082.0017,green,🟢,,1082.0017
09052010,1082.0018,dark green,SuriAlpaca/0018,24,,,,1082,수리 알파카,14,1.71 ,양호,🟢,9,1,,수리 알파카,1082.0018,dark green,🟢,,1082.0018
09282011,1082.0019,rosé,SuriAlpaca/0019,30,,,,1082,수리 알파카,14,2.14 ,여유,🔵,9,1,,수리 알파카,1082.0019,rosé,🔵,,1082.0019
00231,1082.0021,light blue,SuriAlpaca/0021,29,,,,1082,수리 알파카,14,2.07 ,여유,🔵,9,1,,수리 알파카,1082.0021,light blue,🔵,,1082.0021
08065136,1082.0025,navy,SuriAlpaca/0025,19,2526 FW,,,1082,수리 알파카,14,1.36 ,양호,🟢,9,1,,수리 알파카,1082.0025,navy,🟢,,1082.0025
09282010,1082.0028,salmon,SuriAlpaca/0028,9,,,,1082,수리 알파카,14,0.64 ,낱볼,🔴,9,1,,수리 알파카,1082.0028,salmon,🔴,,1082.0028
09052011,1082.0035,blue marine,SuriAlpaca/0035,19,,,,1082,수리 알파카,14,1.36 ,양호,🟢,9,1,,수리 알파카,1082.0035,blue marine,🟢,,1082.0035
08065137,1082.0045,dark purple,SuriAlpaca/0045,23,2526 FW,,,1082,수리 알파카,14,1.64 ,양호,🟢,9,1,,수리 알파카,1082.0045,dark purple,🟢,,1082.0045
09282012,1082.0046,lilac,SuriAlpaca/0046,10,,,,1082,수리 알파카,14,0.71 ,양호,🟢,9,1,,수리 알파카,1082.0046,lilac,🟢,,1082.0046
09282003,1082.0050,gold,SuriAlpaca/0050,25,,,,1082,수리 알파카,14,1.79 ,양호,🟢,9,1,,수리 알파카,1082.0050,gold,🟢,,1082.0050
09282004,1082.0059,orange,SuriAlpaca/0059,26,,,,1082,수리 알파카,14,1.86 ,양호,🟢,9,1,,수리 알파카,1082.0059,orange,🟢,,1082.0059
09282009,1082.0060,red,SuriAlpaca/0060,19,,,,1082,수리 알파카,14,1.36 ,양호,🟢,9,1,,수리 알파카,1082.0060,red,🟢,,1082.0060
09282008,1082.0061,dark red,SuriAlpaca/0061,19,,,,1082,수리 알파카,14,1.36 ,양호,🟢,9,1,,수리 알파카,1082.0061,dark red,🟢,,1082.0061
07303062,1082.0065,pink,SuriAlpaca/0065,20,2324 FW,,,1082,수리 알파카,14,1.43 ,양호,🟢,9,1,,수리 알파카,1082.0065,pink,🟢,,1082.0065
00174,1082.0067,camel,SuriAlpaca/0067,29,,,,1082,수리 알파카,14,2.07 ,여유,🔵,9,1,,수리 알파카,1082.0067,camel,🔵,,1082.0067
07303063,1082.0068,brown,SuriAlpaca/0068,19,2324 FW,,,1082,수리 알파카,14,1.36 ,양호,🟢,9,1,,수리 알파카,1082.0068,brown,🟢,,1082.0068
07234030,1082.0071,turquoise,SuriAlpaca/0071,17,2425 FW,,,1082,수리 알파카,14,1.21 ,양호,🟢,9,1,,수리 알파카,1082.0071,turquoise,🟢,,1082.0071
08065138,1082.0072,dark mint,SuriAlpaca/0072,13,2526 FW,,,1082,수리 알파카,14,0.93 ,양호,🟢,9,1,,수리 알파카,1082.0072,dark mint,🟢,,1082.0072
07303064,1082.0073,emerald,SuriAlpaca/0073,11,2324 FW,,,1082,수리 알파카,14,0.79 ,양호,🟢,9,1,,수리 알파카,1082.0073,emerald,🟢,,1082.0073
09282014,1082.0074,atlantic,SuriAlpaca/0074,9,,,,1082,수리 알파카,14,0.64 ,낱볼,🔴,9,1,,수리 알파카,1082.0074,atlantic,🔴,,1082.0074
09052012,1082.0075,brick,SuriAlpaca/0075,12,,,,1082,수리 알파카,14,0.86 ,양호,🟢,9,1,,수리 알파카,1082.0075,brick,🟢,,1082.0075
00258,1082.0087,rosewood,SuriAlpaca/0087,34,,,,1082,수리 알파카,14,2.43 ,여유,🔵,9,1,,수리 알파카,1082.0087,rosewood,🔵,,1082.0087
09052013,1082.0088,petrol,SuriAlpaca/0088,22,,,,1082,수리 알파카,14,1.57 ,양호,🟢,9,1,,수리 알파카,1082.0088,petrol,🟢,,1082.0088
09282006,1082.0092,sage,SuriAlpaca/0092,19,,,,1082,수리 알파카,14,1.36 ,양호,🟢,9,1,,수리 알파카,1082.0092,sage,🟢,,1082.0092
00175,1082.0094,offwhite,SuriAlpaca/0094,38,,,,1082,수리 알파카,14,2.71 ,여유,🔵,9,1,,수리 알파카,1082.0094,offwhite,🔵,,1082.0094
00259,1082.0097,ivy,SuriAlpaca/0097,13,,,,1082,수리 알파카,14,0.93 ,양호,🟢,9,1,,수리 알파카,1082.0097,ivy,🟢,,1082.0097
09282007,1082.0098,olive,SuriAlpaca/0098,12,,,,1082,수리 알파카,14,0.86 ,양호,🟢,9,1,,수리 알파카,1082.0098,olive,🟢,,1082.0098
08065139,1082.0118,fir,SuriAlpaca/0118,19,2526 FW,,,1082,수리 알파카,14,1.36 ,양호,🟢,9,1,,수리 알파카,1082.0118,fir,🟢,,1082.0118
07234031,1082.0159,tangarine,SuriAlpaca/0159,17,2425 FW,,,1082,수리 알파카,14,1.21 ,양호,🟢,9,1,,수리 알파카,1082.0159,tangarine,🟢,,1082.0159
07234032,1082.0165,light pink,SuriAlpaca/0165,21,2425 FW,,,1082,수리 알파카,14,1.50 ,양호,🟢,9,1,,수리 알파카,1082.0165,light pink,🟢,,1082.0165
07234033,1082.0187,light brick,SuriAlpaca/0187,7,2425 FW,,,1082,수리 알파카,14,0.50 ,낱볼,🔴,9,1,,수리 알파카,1082.0187,light brick,🔴,,1082.0187
07303048,1117.0002,yellow/black/berry,Muse/0002,10,생산종료,1,,1117,뮤즈,2,5.00 ,여유,🔵,9,2,,뮤즈,1117.0002,yellow/black/berry,🔵,,1117.0002
07234017,1117.0007,pink printed,Muse/0007,6,생산종료,1,,1117,뮤즈,2,3.00 ,여유,🔵,9,2,,뮤즈,1117.0007,pink printed,🔵,,1117.0007
07303081,1118.0044,lime,Yoko/0044,9,생산종료,,,1118,요코,8,1.13 ,양호,🟢,9,3,,요코,1118.0044,lime,🟢,,1118.0044
07303083,1118.0047,lilac,Yoko/0047,22,생산종료,,,1118,요코,8,2.75 ,여유,🔵,9,3,,요코,1118.0047,lilac,🔵,,1118.0047
07303089,1118.0087,brick,Yoko/0087,18,생산종료,,,1118,요코,8,2.25 ,여유,🔵,9,3,,요코,1118.0087,brick,🔵,,1118.0087
08065106,1143.0001,white,DonegalTweed+/0001,7,2526 FW,,,1143,도네갈 트위드 플러스,9,0.78 ,낱볼,🔴,10,1,,도네갈 트위드 플러스,1143.0001,white,🔴,,1143.0001
07234116,1143.0006,royal blue,DonegalTweed+/0006,17,2425 FW,,,1143,도네갈 트위드 플러스,9,1.89 ,양호,🟢,10,1,,도네갈 트위드 플러스,1143.0006,royal blue,🟢,,1143.0006
07234117,1143.0009,rose,DonegalTweed+/0009,7,2425 FW,,,1143,도네갈 트위드 플러스,9,0.78 ,낱볼,🔴,10,1,,도네갈 트위드 플러스,1143.0009,rose,🔴,,1143.0009
07234118,1143.0014,yellow,DonegalTweed+/0014,17,2425 FW,,,1143,도네갈 트위드 플러스,9,1.89 ,양호,🟢,10,1,,도네갈 트위드 플러스,1143.0014,yellow,🟢,,1143.0014
07234119,1143.0015,copper,DonegalTweed+/0015,0,2425 FW,,,1143,도네갈 트위드 플러스,9,0.00 ,품절,❌,10,1,,도네갈 트위드 플러스,1143.0015,copper,❌,,1143.0015
07234120,1143.0016,light green,DonegalTweed+/0016,15,2425 FW,,,1143,도네갈 트위드 플러스,9,1.67 ,양호,🟢,10,1,,도네갈 트위드 플러스,1143.0016,light green,🟢,,1143.0016
07234121,1143.0017,green,DonegalTweed+/0017,6,2425 FW,,,1143,도네갈 트위드 플러스,9,0.67 ,낱볼,🔴,10,1,,도네갈 트위드 플러스,1143.0017,green,🔴,,1143.0017
08065107,1143.0018,dark green,DonegalTweed+/0018,14,2526 FW,,,1143,도네갈 트위드 플러스,9,1.56 ,양호,🟢,10,1,,도네갈 트위드 플러스,1143.0018,dark green,🟢,,1143.0018
07234122,1143.0020,light blue,DonegalTweed+/0020,46,2425 FW,,,1143,도네갈 트위드 플러스,9,5.11 ,여유,🔵,10,1,,도네갈 트위드 플러스,1143.0020,light blue,🔵,,1143.0020
07234123,1143.0023,light grey,DonegalTweed+/0023,30,2425 FW,,,1143,도네갈 트위드 플러스,9,3.33 ,여유,🔵,10,1,,도네갈 트위드 플러스,1143.0023,light grey,🔵,,1143.0023
07234124,1143.0024,grey,DonegalTweed+/0024,35,2425 FW,,,1143,도네갈 트위드 플러스,9,3.89 ,여유,🔵,10,1,,도네갈 트위드 플러스,1143.0024,grey,🔵,,1143.0024
07234125,1143.0025,navy,DonegalTweed+/0025,40,2425 FW,,,1143,도네갈 트위드 플러스,9,4.44 ,여유,🔵,10,1,,도네갈 트위드 플러스,1143.0025,navy,🔵,,1143.0025
07234126,1143.0026,beige,DonegalTweed+/0026,10,2425 FW,,,1143,도네갈 트위드 플러스,9,1.11 ,양호,🟢,10,1,,도네갈 트위드 플러스,1143.0026,beige,🟢,,1143.0026
07234127,1143.0033,jeans,DonegalTweed+/0033,19,2425 FW,,,1143,도네갈 트위드 플러스,9,2.11 ,여유,🔵,10,1,,도네갈 트위드 플러스,1143.0033,jeans,🔵,,1143.0033
07234128,1143.0039,camel,DonegalTweed+/0039,20,2425 FW,,,1143,도네갈 트위드 플러스,9,2.22 ,여유,🔵,10,1,,도네갈 트위드 플러스,1143.0039,camel,🔵,,1143.0039
08065108,1143.0048,dusky pink,DonegalTweed+/0048,28,2526 FW,,,1143,도네갈 트위드 플러스,9,3.11 ,여유,🔵,10,1,,도네갈 트위드 플러스,1143.0048,dusky pink,🔵,,1143.0048
07234129,1143.0059,orange,DonegalTweed+/0059,35,2425 FW,,,1143,도네갈 트위드 플러스,9,3.89 ,여유,🔵,10,1,,도네갈 트위드 플러스,1143.0059,orange,🔵,,1143.0059
07234130,1143.0060,red,DonegalTweed+/0060,30,2425 FW,,,1143,도네갈 트위드 플러스,9,3.33 ,여유,🔵,10,1,,도네갈 트위드 플러스,1143.0060,red,🔵,,1143.0060
07234131,1143.0065,pink,DonegalTweed+/0065,12,2425 FW,,,1143,도네갈 트위드 플러스,9,1.33 ,양호,🟢,10,1,,도네갈 트위드 플러스,1143.0065,pink,🟢,,1143.0065
08065109,1143.0066,berry,DonegalTweed+/0066,19,2526 FW,,,1143,도네갈 트위드 플러스,9,2.11 ,여유,🔵,10,1,,도네갈 트위드 플러스,1143.0066,berry,🔵,,1143.0066
07234132,1143.0068,brown,DonegalTweed+/0068,10,2425 FW,,,1143,도네갈 트위드 플러스,9,1.11 ,양호,🟢,10,1,,도네갈 트위드 플러스,1143.0068,brown,🟢,,1143.0068
07234133,1143.0070,anthracite,DonegalTweed+/0070,6,2425 FW,,,1143,도네갈 트위드 플러스,9,0.67 ,낱볼,🔴,10,1,,도네갈 트위드 플러스,1143.0070,anthracite,🔴,,1143.0070
07234134,1143.0073,reseda,DonegalTweed+/0073,30,2425 FW,,,1143,도네갈 트위드 플러스,9,3.33 ,여유,🔵,10,1,,도네갈 트위드 플러스,1143.0073,reseda,🔵,,1143.0073
07234135,1143.0074,atlantic,DonegalTweed+/0074,26,2425 FW,,,1143,도네갈 트위드 플러스,9,2.89 ,여유,🔵,10,1,,도네갈 트위드 플러스,1143.0074,atlantic,🔵,,1143.0074
08065110,1143.0087,rust,DonegalTweed+/0087,21,2526 FW,,,1143,도네갈 트위드 플러스,9,2.33 ,여유,🔵,10,1,,도네갈 트위드 플러스,1143.0087,rust,🔵,,1143.0087
08065111,1143.0090,purple,DonegalTweed+/0090,14,2526 FW,,,1143,도네갈 트위드 플러스,9,1.56 ,양호,🟢,10,1,,도네갈 트위드 플러스,1143.0090,purple,🟢,,1143.0090
07234136,1143.0094,offwhite,DonegalTweed+/0094,23,2425 FW,,,1143,도네갈 트위드 플러스,9,2.56 ,여유,🔵,10,1,,도네갈 트위드 플러스,1143.0094,offwhite,🔵,,1143.0094
07234137,1143.0096,stone,DonegalTweed+/0096,21,2425 FW,,,1143,도네갈 트위드 플러스,9,2.33 ,여유,🔵,10,1,,도네갈 트위드 플러스,1143.0096,stone,🔵,,1143.0096
07234138,1143.0098,olive,DonegalTweed+/0098,30,2425 FW,,,1143,도네갈 트위드 플러스,9,3.33 ,여유,🔵,10,1,,도네갈 트위드 플러스,1143.0098,olive,🔵,,1143.0098
08065062,1162.0004,black,Promise/0004,16,2526 FW,2,,1162,프로미스,4,4.00 ,여유,🔵,10,2,,프로미스,1162.0004,black,🔵,,1162.0004
08065063,1162.0009,quarz,Promise/0009,10,2526 FW,2,,1162,프로미스,4,2.50 ,여유,🔵,10,2,,프로미스,1162.0009,quarz,🔵,,1162.0009
08065064,1162.0011,cognac,Promise/0011,18,2526 FW,2,,1162,프로미스,4,4.50 ,여유,🔵,10,2,,프로미스,1162.0011,cognac,🔵,,1162.0011
08065065,1162.0015,nougat,Promise/0015,10,2526 FW,2,,1162,프로미스,4,2.50 ,여유,🔵,10,2,,프로미스,1162.0015,nougat,🔵,,1162.0015
08065066,1162.0016,avocado,Promise/0016,20,2526 FW,2,,1162,프로미스,4,5.00 ,여유,🔵,10,2,,프로미스,1162.0016,avocado,🔵,,1162.0016
08065067,1162.0021,light blue,Promise/0021,10,2526 FW,2,,1162,프로미스,4,2.50 ,여유,🔵,10,2,,프로미스,1162.0021,light blue,🔵,,1162.0021
08065068,1162.0029,melon,Promise/0029,6,2526 FW,2,,1162,프로미스,4,1.50 ,양호,🟢,10,2,,프로미스,1162.0029,melon,🟢,,1162.0029
08065069,1162.0033,steel,Promise/0033,0,2526 FW,2,,1162,프로미스,4,0.00 ,품절,❌,10,2,,프로미스,1162.0033,steel,❌,,1162.0033
08065070,1162.0034,jeans,Promise/0034,11,2526 FW,2,,1162,프로미스,4,2.75 ,여유,🔵,10,2,,프로미스,1162.0034,jeans,🔵,,1162.0034
08065071,1162.0035,navy,Promise/0035,8,2526 FW,2,,1162,프로미스,4,2.00 ,양호,🟢,10,2,,프로미스,1162.0035,navy,🟢,,1162.0035
08065072,1162.0039,camel,Promise/0039,26,2526 FW,2,,1162,프로미스,4,6.50 ,여유,🔵,10,2,,프로미스,1162.0039,camel,🔵,,1162.0039
08065073,1162.0044,lime,Promise/0044,6,2526 FW,2,,1162,프로미스,4,1.50 ,양호,🟢,10,2,,프로미스,1162.0044,lime,🟢,,1162.0044
08065074,1162.0046,lavender,Promise/0046,4,2526 FW,2,,1162,프로미스,4,1.00 ,낱볼,🔴,10,2,,프로미스,1162.0046,lavender,🔴,,1162.0046
08065075,1162.0047,lila,Promise/0047,0,2526 FW,2,,1162,프로미스,4,0.00 ,품절,❌,10,2,,프로미스,1162.0047,lila,❌,,1162.0047
08065076,1162.0050,mustard,Promise/0050,3,2526 FW,2,,1162,프로미스,4,0.75 ,낱볼,🔴,10,2,,프로미스,1162.0050,mustard,🔴,,1162.0050
08065077,1162.0059,pumpkin,Promise/0059,26,2526 FW,2,,1162,프로미스,4,6.50 ,여유,🔵,10,2,,프로미스,1162.0059,pumpkin,🔵,,1162.0059
08065078,1162.0060,ruby,Promise/0060,12,2526 FW,2,,1162,프로미스,4,3.00 ,여유,🔵,10,2,,프로미스,1162.0060,ruby,🔵,,1162.0060
08065079,1162.0062,wine,Promise/0062,0,2526 FW,2,,1162,프로미스,4,0.00 ,품절,❌,10,2,,프로미스,1162.0062,wine,❌,,1162.0062
08065080,1162.0068,coffee,Promise/0068,9,2526 FW,2,,1162,프로미스,4,2.25 ,여유,🔵,10,2,,프로미스,1162.0068,coffee,🔵,,1162.0068
08065081,1162.0071,sea water,Promise/0071,11,2526 FW,2,,1162,프로미스,4,2.75 ,여유,🔵,10,2,,프로미스,1162.0071,sea water,🔵,,1162.0071
08065082,1162.0085,hot pink,Promise/0085,6,2526 FW,2,,1162,프로미스,4,1.50 ,양호,🟢,10,2,,프로미스,1162.0085,hot pink,🟢,,1162.0085
08065083,1162.0094,offwhite,Promise/0094,14,2526 FW,2,,1162,프로미스,4,3.50 ,여유,🔵,10,2,,프로미스,1162.0094,offwhite,🔵,,1162.0094
08065084,1162.0145,heather,Promise/0145,12,2526 FW,2,,1162,프로미스,4,3.00 ,여유,🔵,10,2,,프로미스,1162.0145,heather,🔵,,1162.0145
08065085,1162.0146,mauve,Promise/0146,10,2526 FW,2,,1162,프로미스,4,2.50 ,여유,🔵,10,2,,프로미스,1162.0146,mauve,🔵,,1162.0146
08065086,1162.0173,dawn,Promise/0173,10,2526 FW,2,,1162,프로미스,4,2.50 ,여유,🔵,10,2,,프로미스,1162.0173,dawn,🔵,,1162.0173
08065087,1162.0174,dusk,Promise/0174,2,2526 FW,2,,1162,프로미스,4,0.50 ,낱볼,🔴,10,2,,프로미스,1162.0174,dusk,🔴,,1162.0174
08065088,1162.0217,fern,Promise/0217,6,2526 FW,2,,1162,프로미스,4,1.50 ,양호,🟢,10,2,,프로미스,1162.0217,fern,🟢,,1162.0217
08065089,1162.0218,pine,Promise/0218,7,2526 FW,2,,1162,프로미스,4,1.75 ,양호,🟢,10,2,,프로미스,1162.0218,pine,🟢,,1162.0218
08065058,1164.0001,rainbow cascade,Infinity/0001,0,2526 FW,1,,1164,인피니티,3,0.00 ,품절,❌,10,3,,인피니티,1164.0001,rainbow cascade,❌,,1164.0001
08065059,1164.0002,infinite horizon,Infinity/0002,10,2526 FW,1,,1164,인피니티,3,3.33 ,여유,🔵,10,3,,인피니티,1164.0002,infinite horizon,🔵,,1164.0002
08065060,1164.0003,eternal radiance,Infinity/0003,0,2526 FW,1,,1164,인피니티,3,0.00 ,품절,❌,10,3,,인피니티,1164.0003,eternal radiance,❌,,1164.0003
08065061,1164.0004,aurora dreams,Infinity/0004,8,2526 FW,1,,1164,인피니티,3,2.67 ,여유,🔵,10,3,,인피니티,1164.0004,aurora dreams,🔵,,1164.0004
00000119,714.0004,black,CarpeDiem/0004,11,,,,714,카르페디엠,9,1.22 ,양호,🟢,10,4,,카르페디엠,714.0004,black,🟢,,714.0004
00000120,714.0010,steel,CarpeDiem/0010,12,,,,714,카르페디엠,9,1.33 ,양호,🟢,10,4,,카르페디엠,714.0010,steel,🟢,,714.0010
09170003,714.0015,nougat,CarpeDiem/0015,29,,,,714,카르페디엠,9,3.22 ,여유,🔵,10,4,,카르페디엠,714.0015,nougat,🔵,,714.0015
08065149,714.0019,rose,CarpeDiem/0019,8,2526 FW,,,714,카르페디엠,9,0.89 ,낱볼,🔴,10,4,,카르페디엠,714.0019,rose,🔴,,714.0019
00000123,714.0026,sand,CarpeDiem/0026,0,,,,714,카르페디엠,9,0.00 ,품절,❌,10,4,,카르페디엠,714.0026,sand,❌,,714.0026
00001709,714.0033,light jeans,CarpeDiem/0033,29,,,,714,카르페디엠,9,3.22 ,여유,🔵,10,4,,카르페디엠,714.0033,light jeans,🔵,,714.0033
00001710,714.0034,dark jeans,CarpeDiem/0034,20,,,,714,카르페디엠,9,2.22 ,여유,🔵,10,4,,카르페디엠,714.0034,dark jeans,🔵,,714.0034
00000124,714.0035,blue marine,CarpeDiem/0035,19,,,,714,카르페디엠,9,2.11 ,여유,🔵,10,4,,카르페디엠,714.0035,blue marine,🔵,,714.0035
00000128,714.0062,burgundy,CarpeDiem/0062,31,,,,714,카르페디엠,9,3.44 ,여유,🔵,10,4,,카르페디엠,714.0062,burgundy,🔵,,714.0062
00000129,714.0064,ruby,CarpeDiem/0064,36,,,,714,카르페디엠,9,4.00 ,여유,🔵,10,4,,카르페디엠,714.0064,ruby,🔵,,714.0064
00001712,714.0072,dark mint,CarpeDiem/0072,20,,,,714,카르페디엠,9,2.22 ,여유,🔵,10,4,,카르페디엠,714.0072,dark mint,🔵,,714.0072
07303020,714.0073,jade,CarpeDiem/0073,17,2324 FW,,,714,카르페디엠,9,1.89 ,양호,🟢,10,4,,카르페디엠,714.0073,jade,🟢,,714.0073
00369,714.0076,cognac,CarpeDiem/0076,20,,,,714,카르페디엠,9,2.22 ,여유,🔵,10,4,,카르페디엠,714.0076,cognac,🔵,,714.0076
07303021,714.0079,turquoise,CarpeDiem/0079,18,2324 FW,,,714,카르페디엠,9,2.00 ,양호,🟢,10,4,,카르페디엠,714.0079,turquoise,🟢,,714.0079
07303022,714.0087,brown,CarpeDiem/0087,26,2324 FW,,,714,카르페디엠,9,2.89 ,여유,🔵,10,4,,카르페디엠,714.0087,brown,🔵,,714.0087
00021,714.0092,sage,CarpeDiem/0092,26,,,,714,카르페디엠,9,2.89 ,여유,🔵,10,4,,카르페디엠,714.0092,sage,🔵,,714.0092
08051015,714.0093,ivy,CarpeDiem/0093,10,,,,714,카르페디엠,9,1.11 ,양호,🟢,10,4,,카르페디엠,714.0093,ivy,🟢,,714.0093
00000133,714.0094,offwhite,CarpeDiem/0094,7,,,,714,카르페디엠,9,0.78 ,낱볼,🔴,10,4,,카르페디엠,714.0094,offwhite,🔴,,714.0094
08065150,714.0107,light lilac,CarpeDiem/0107,16,2526 FW,,,714,카르페디엠,9,1.78 ,양호,🟢,10,4,,카르페디엠,714.0107,light lilac,🟢,,714.0107
00280,714.0109,light rose,CarpeDiem/0109,27,,,,714,카르페디엠,9,3.00 ,여유,🔵,10,4,,카르페디엠,714.0109,light rose,🔵,,714.0109
07303023,714.0116,light green,CarpeDiem/0116,15,2324 FW,,,714,카르페디엠,9,1.67 ,양호,🟢,10,4,,카르페디엠,714.0116,light green,🟢,,714.0116
09170005,714.0118,dark green,CarpeDiem/0118,20,,,,714,카르페디엠,9,2.22 ,여유,🔵,10,4,,카르페디엠,714.0118,dark green,🔵,,714.0118
07234069,714.0119,powder pink,CarpeDiem/0119,11,2425 FW,,,714,카르페디엠,9,1.22 ,양호,🟢,10,4,,카르페디엠,714.0119,powder pink,🟢,,714.0119
00283,714.0121,light blue,CarpeDiem/0121,36,,,,714,카르페디엠,9,4.00 ,여유,🔵,10,4,,카르페디엠,714.0121,light blue,🔵,,714.0121
00002161,714.0139,camel,CarpeDiem/0139,10,,,,714,카르페디엠,9,1.11 ,양호,🟢,10,4,,카르페디엠,714.0139,camel,🟢,,714.0139
09170006,714.0146,lilac,CarpeDiem/0146,20,,,,714,카르페디엠,9,2.22 ,여유,🔵,10,4,,카르페디엠,714.0146,lilac,🔵,,714.0146
00000134,714.0148,dusky pink,CarpeDiem/0148,23,,,,714,카르페디엠,9,2.56 ,여유,🔵,10,4,,카르페디엠,714.0148,dusky pink,🔵,,714.0148
09170007,714.0150,gold,CarpeDiem/0150,9,,,,714,카르페디엠,9,1.00 ,낱볼,🔴,10,4,,카르페디엠,714.0150,gold,🔴,,714.0150
09302008,714.0159,orange,CarpeDiem/0159,19,,,,714,카르페디엠,9,2.11 ,여유,🔵,10,4,,카르페디엠,714.0159,orange,🔵,,714.0159
00000135,714.0164,bordeaux,CarpeDiem/0164,31,,,,714,카르페디엠,9,3.44 ,여유,🔵,10,4,,카르페디엠,714.0164,bordeaux,🔵,,714.0164
07303024,714.0165,fuchsia,CarpeDiem/0165,20,2324 FW,,,714,카르페디엠,9,2.22 ,여유,🔵,10,4,,카르페디엠,714.0165,fuchsia,🔵,,714.0165
07234070,714.0168,chocolate,CarpeDiem/0168,19,2425 FW,,,714,카르페디엠,9,2.11 ,여유,🔵,10,4,,카르페디엠,714.0168,chocolate,🔵,,714.0168
